factor,level,name,value
Addition,Control,net_nitr_rate_abs_sd,2.89998540696058
Addition,Control,no3n_mg_kg_1_mean,182.737574635509
Addition,Control,no3n_mg_kg_1_sd,89.6657738019884
Addition,Control,nh4n_mg_kg_1_mean,4.39325194445701
Addition,Control,nh4n_mg_kg_1_sd,5.08335017951923
Addition,Nitrogen,net_min_rate_rel_mean,0.432067347710884
Addition,Nitrogen,net_min_rate_rel_sd,3.36890035193182
Addition,Nitrogen,net_min_rate_abs_mean,5.79840779463405
Addition,Nitrogen,net_min_rate_abs_sd,3.79152122313045
Addition,Nitrogen,net_nitr_rate_rel_mean,0.386720761310997
Addition,Nitrogen,net_nitr_rate_rel_sd,3.39915928081174
Addition,Nitrogen,net_nitr_rate_abs_mean,5.96926216442052
Addition,Nitrogen,net_nitr_rate_abs_sd,3.78008950794107
Addition,Nitrogen,no3n_mg_kg_1_mean,232.145186191287
Addition,Nitrogen,no3n_mg_kg_1_sd,112.712127948454
Addition,Nitrogen,nh4n_mg_kg_1_mean,3.38120629853816
Addition,Nitrogen,nh4n_mg_kg_1_sd,2.51499594038463
Treatment,0N,CO2_flux_ug_g_d_mean,14.476422342687
Treatment,0N,CO2_flux_ug_g_d_sd,6.33294524019685
Treatment,0N,cum_CO2_flux_ug_g_mean,2949.40935131377
Treatment,0N,cum_CO2_flux_ug_g_sd,1074.15257750463
Treatment,112N,CO2_flux_ug_g_d_mean,12.76122052556
Treatment,112N,CO2_flux_ug_g_d_sd,4.88817104639427
Treatment,112N,cum_CO2_flux_ug_g_mean,2462.59789940382
Treatment,112N,cum_CO2_flux_ug_g_sd,995.951442041599
Treatment,336N,CO2_flux_ug_g_d_mean,13.1298965956689
Treatment,336N,CO2_flux_ug_g_d_sd,6.10867589938279
Treatment,336N,cum_CO2_flux_ug_g_mean,2455.90012760669
Treatment,336N,cum_CO2_flux_ug_g_sd,1195.66372701725
Treatment,0N,N2ON_flux_ug_g_d_mean,0.00675407420833333
Treatment,0N,N2ON_flux_ug_g_d_sd,0.017036340461264
Treatment,0N,cum_N2O_flux_ug_g_mean,1.35088565616667
Treatment,0N,cum_N2O_flux_ug_g_sd,3.66588613673953
Treatment,112N,N2ON_flux_ug_g_d_mean,0.0118963138333333
Treatment,112N,N2ON_flux_ug_g_d_sd,0.0362095818233206
Treatment,112N,cum_N2O_flux_ug_g_mean,4.786692287625
Treatment,112N,cum_N2O_flux_ug_g_sd,11.0749934041315
Treatment,336N,N2ON_flux_ug_g_d_mean,0.0798949749166667
Treatment,336N,N2ON_flux_ug_g_d_sd,0.133299711637584
Treatment,336N,cum_N2O_flux_ug_g_mean,13.392408598375
Treatment,336N,cum_N2O_flux_ug_g_sd,23.0273427875863
Treatment,0N,net_min_rate_rel_mean,0.890192257321587
Treatment,0N,net_min_rate_rel_sd,3.07624270917583
Treatment,0N,net_min_rate_abs_mean,5.78956580367345
Treatment,0N,net_min_rate_abs_sd,3.48623836980176
Treatment,0N,net_nitr_rate_rel_mean,0.880785361168327
Treatment,0N,net_nitr_rate_rel_sd,3.09074571282671
Treatment,0N,net_nitr_rate_abs_mean,5.9224505198671
Treatment,0N,net_nitr_rate_abs_sd,3.5529122149052
Treatment,0N,no3n_mg_kg_1_mean,193.279317717753
Treatment,0N,no3n_mg_kg_1_sd,113.605465924793
Treatment,0N,nh4n_mg_kg_1_mean,3.30519598755462
Treatment,0N,nh4n_mg_kg_1_sd,2.51385466760718
Treatment,112N,net_min_rate_rel_mean,-0.287364657288622
Treatment,112N,net_min_rate_rel_sd,1.5429463489552
Treatment,112N,net_min_rate_abs_mean,4.77201556512303
Treatment,112N,net_min_rate_abs_sd,3.29563215525354
Treatment,112N,net_nitr_rate_rel_mean,-0.303641722803603
Treatment,112N,net_nitr_rate_rel_sd,1.56543184676385
Treatment,112N,net_nitr_rate_abs_mean,4.86945697187577
Treatment,112N,net_nitr_rate_abs_sd,3.32254414702127
Treatment,112N,no3n_mg_kg_1_mean,185.282880845814
Treatment,112N,no3n_mg_kg_1_sd,103.514458565374
Treatment,112N,nh4n_mg_kg_1_mean,3.36589816440015
Treatment,112N,nh4n_mg_kg_1_sd,2.23432492550023
Treatment,336N,net_min_rate_rel_mean,-0.717945085565128
Treatment,336N,net_min_rate_rel_sd,1.60830582856239
Treatment,336N,net_min_rate_abs_mean,4.53528199236417
Treatment,336N,net_min_rate_abs_sd,2.80347836984515
Treatment,336N,net_nitr_rate_rel_mean,-0.827569635329818
Treatment,336N,net_nitr_rate_rel_sd,1.64673844466396
Treatment,336N,net_nitr_rate_abs_mean,4.67373647889446
Treatment,336N,net_nitr_rate_abs_sd,2.77956548650971
Treatment,336N,no3n_mg_kg_1_mean,201.9073611395
Treatment,336N,no3n_mg_kg_1_sd,86.5711596194702
Treatment,336N,nh4n_mg_kg_1_mean,4.59338445957365
Treatment,336N,nh4n_mg_kg_1_sd,5.09984729838419
