factor,level,name,value
Crop,Carbon Miscanthus,net_min_rate_abs_mean,3.73002842092066
Crop,Carbon Miscanthus,net_min_rate_abs_sd,3.48748844360273
Crop,Carbon Miscanthus,net_nitr_rate_rel_mean,0.318774133949237
Crop,Carbon Miscanthus,net_nitr_rate_rel_sd,1.85060611673727
Crop,Carbon Miscanthus,net_nitr_rate_abs_mean,3.88141013742448
Crop,Carbon Miscanthus,net_nitr_rate_abs_sd,3.61692077997628
Crop,Carbon Miscanthus,no3n_mg_kg_1_mean,154.756939849889
Crop,Carbon Miscanthus,no3n_mg_kg_1_sd,114.348896380078
Crop,Carbon Miscanthus,nh4n_mg_kg_1_mean,3.21892726739347
Crop,Carbon Miscanthus,nh4n_mg_kg_1_sd,3.07678205207449
Crop,Control Corn,net_min_rate_rel_mean,-0.86452746509016
Crop,Control Corn,net_min_rate_rel_sd,0.833289376858086
Crop,Control Corn,net_min_rate_abs_mean,5.61360879274508
Crop,Control Corn,net_min_rate_abs_sd,2.3366988100991
Crop,Control Corn,net_nitr_rate_rel_mean,-0.947374636254069
Crop,Control Corn,net_nitr_rate_rel_sd,0.851482807593277
Crop,Control Corn,net_nitr_rate_abs_mean,5.64311405784586
Crop,Control Corn,net_nitr_rate_abs_sd,2.30915400563901
Crop,Control Corn,no3n_mg_kg_1_mean,195.127483428853
Crop,Control Corn,no3n_mg_kg_1_sd,70.4721314474896
Crop,Control Corn,nh4n_mg_kg_1_mean,5.49500438849119
Crop,Control Corn,nh4n_mg_kg_1_sd,6.32889913110274
Crop,Control Miscanthus,net_min_rate_rel_mean,0.351828670327174
Crop,Control Miscanthus,net_min_rate_rel_sd,1.5668738138237
Crop,Control Miscanthus,net_min_rate_abs_mean,4.30526215612547
Crop,Control Miscanthus,net_min_rate_abs_sd,3.29028448353364
Crop,Control Miscanthus,net_nitr_rate_rel_mean,0.319275168002348
Crop,Control Miscanthus,net_nitr_rate_rel_sd,1.6237247666912
Crop,Control Miscanthus,net_nitr_rate_abs_mean,4.4566030545922
Crop,Control Miscanthus,net_nitr_rate_abs_sd,3.38884652793733
Crop,Control Miscanthus,no3n_mg_kg_1_mean,170.347665842165
Crop,Control Miscanthus,no3n_mg_kg_1_sd,107.282592940608
Crop,Control Miscanthus,nh4n_mg_kg_1_mean,3.29149950042283
Crop,Control Miscanthus,nh4n_mg_kg_1_sd,3.36550845836202
Crop,Nitrogen Corn,net_min_rate_rel_mean,-0.333607669611102
Crop,Nitrogen Corn,net_min_rate_rel_sd,2.75531517917715
Crop,Nitrogen Corn,net_min_rate_abs_mean,5.97972936538291
Crop,Nitrogen Corn,net_min_rate_abs_sd,2.07981726044563
Crop,Nitrogen Corn,net_nitr_rate_rel_mean,-0.393460629207555
Crop,Nitrogen Corn,net_nitr_rate_rel_sd,2.80292104988843
Crop,Nitrogen Corn,net_nitr_rate_abs_mean,6.07900581579819
Crop,Nitrogen Corn,net_nitr_rate_abs_sd,1.96674802307979
Crop,Nitrogen Corn,no3n_mg_kg_1_mean,223.916332173757
Crop,Nitrogen Corn,no3n_mg_kg_1_sd,46.8768525482878
Crop,Nitrogen Corn,nh4n_mg_kg_1_mean,4.32360118751115
Crop,Nitrogen Corn,nh4n_mg_kg_1_sd,2.77004383344769
Crop,Nitrogen Miscanthus,net_min_rate_rel_mean,1.19774236503287
Crop,Nitrogen Miscanthus,net_min_rate_rel_sd,3.85485153227128
Crop,Nitrogen Miscanthus,net_min_rate_abs_mean,5.61708622388519
Crop,Nitrogen Miscanthus,net_min_rate_abs_sd,5.06564601257192
Crop,Nitrogen Miscanthus,net_nitr_rate_rel_mean,1.16690215182955
Crop,Nitrogen Miscanthus,net_nitr_rate_rel_sd,3.86969701884103
Crop,Nitrogen Miscanthus,net_nitr_rate_abs_mean,5.85951851304284
Crop,Nitrogen Miscanthus,net_nitr_rate_abs_sd,5.09733121009475
Crop,Nitrogen Miscanthus,no3n_mg_kg_1_mean,240.374040208816
Crop,Nitrogen Miscanthus,no3n_mg_kg_1_sd,155.62062781521
Crop,Nitrogen Miscanthus,nh4n_mg_kg_1_mean,2.43881140956517
Crop,Nitrogen Miscanthus,nh4n_mg_kg_1_sd,1.90120868420212
Treatment,Carbon 0N,CO2_flux_ug_g_d_mean,15.1510687474363
Treatment,Carbon 0N,CO2_flux_ug_g_d_sd,7.06293622641169
Treatment,Carbon 0N,cum_CO2_flux_ug_g_mean,3151.77431838555
Treatment,Carbon 0N,cum_CO2_flux_ug_g_sd,1172.95614345217
Treatment,Carbon 112N,CO2_flux_ug_g_d_mean,13.8134889889459
Treatment,Carbon 112N,CO2_flux_ug_g_d_sd,4.46210667823033
Treatment,Carbon 112N,cum_CO2_flux_ug_g_mean,2750.55378241446
Treatment,Carbon 112N,cum_CO2_flux_ug_g_sd,1015.97355311231
Treatment,Carbon 336N,CO2_flux_ug_g_d_mean,14.4390506266177
Treatment,Carbon 336N,CO2_flux_ug_g_d_sd,6.24745669836057
Treatment,Carbon 336N,cum_CO2_flux_ug_g_mean,2671.48374956606
Treatment,Carbon 336N,cum_CO2_flux_ug_g_sd,1161.58142904801
Treatment,Control 0N,CO2_flux_ug_g_d_mean,14.0847143613386
Treatment,Control 0N,CO2_flux_ug_g_d_sd,6.49483792314977
Treatment,Control 0N,cum_CO2_flux_ug_g_mean,2847.79782822743
Treatment,Control 0N,cum_CO2_flux_ug_g_sd,1035.21970779725
Treatment,Control 112N,CO2_flux_ug_g_d_mean,12.8433723612489
Treatment,Control 112N,CO2_flux_ug_g_d_sd,4.93211111882405
Treatment,Control 112N,cum_CO2_flux_ug_g_mean,2480.83536519718
Treatment,Control 112N,cum_CO2_flux_ug_g_sd,966.454760994656
Treatment,Control 336N,CO2_flux_ug_g_d_mean,12.6854177109651
Treatment,Control 336N,CO2_flux_ug_g_d_sd,6.33990455710112
Treatment,Control 336N,cum_CO2_flux_ug_g_mean,2438.16835391588
Treatment,Control 336N,cum_CO2_flux_ug_g_sd,1326.86688047759
Treatment,Nitrogen 0N,CO2_flux_ug_g_d_mean,14.1934839192862
Treatment,Nitrogen 0N,CO2_flux_ug_g_d_sd,6.23878975814101
Treatment,Nitrogen 0N,cum_CO2_flux_ug_g_mean,2848.65590732831
Treatment,Nitrogen 0N,cum_CO2_flux_ug_g_sd,1128.4327225584
Treatment,Nitrogen 112N,CO2_flux_ug_g_d_mean,11.6268002264853
Treatment,Nitrogen 112N,CO2_flux_ug_g_d_sd,5.61511660448125
Treatment,Nitrogen 112N,cum_CO2_flux_ug_g_mean,2156.40455059983
Treatment,Nitrogen 112N,cum_CO2_flux_ug_g_sd,1044.3343308766
Treatment,Nitrogen 336N,CO2_flux_ug_g_d_mean,12.2652214494239
Treatment,Nitrogen 336N,CO2_flux_ug_g_d_sd,6.35180045064795
Treatment,Nitrogen 336N,cum_CO2_flux_ug_g_mean,2258.04827933812
Treatment,Nitrogen 336N,cum_CO2_flux_ug_g_sd,1220.34255851953
Treatment,Carbon 0N,N2ON_flux_ug_g_d_mean,0.0062560285
Treatment,Carbon 0N,N2ON_flux_ug_g_d_sd,0.0192200444700244
Treatment,Carbon 0N,cum_N2O_flux_ug_g_mean,0.00597567724999999
Treatment,Carbon 0N,cum_N2O_flux_ug_g_sd,3.27754689446562
Treatment,Carbon 112N,N2ON_flux_ug_g_d_mean,0.00886608375
Treatment,Carbon 112N,N2ON_flux_ug_g_d_sd,0.0332928502631166
Treatment,Carbon 112N,cum_N2O_flux_ug_g_mean,1.489971184875
Treatment,Carbon 112N,cum_N2O_flux_ug_g_sd,3.40276594753649
Treatment,Carbon 336N,N2ON_flux_ug_g_d_mean,0.0435729275
Treatment,Carbon 336N,N2ON_flux_ug_g_d_sd,0.101144813181678
Treatment,Carbon 336N,cum_N2O_flux_ug_g_mean,11.0929135315
Treatment,Carbon 336N,cum_N2O_flux_ug_g_sd,23.4122927402335
Treatment,Control 0N,N2ON_flux_ug_g_d_mean,0.008545195
Treatment,Control 0N,N2ON_flux_ug_g_d_sd,0.0214730619920087
Treatment,Control 0N,cum_N2O_flux_ug_g_mean,1.054421853125
Treatment,Control 0N,cum_N2O_flux_ug_g_sd,2.55759041235635
Treatment,Control 112N,N2ON_flux_ug_g_d_mean,0.019778583
Treatment,Control 112N,N2ON_flux_ug_g_d_sd,0.0492869496196349
Treatment,Control 112N,cum_N2O_flux_ug_g_mean,5.344233945625
Treatment,Control 112N,cum_N2O_flux_ug_g_sd,9.38277016059823
Treatment,Control 336N,N2ON_flux_ug_g_d_mean,0.11387184525
Treatment,Control 336N,N2ON_flux_ug_g_d_sd,0.166410097949592
Treatment,Control 336N,cum_N2O_flux_ug_g_mean,16.656926738875
Treatment,Control 336N,cum_N2O_flux_ug_g_sd,23.6521402322272
Treatment,Nitrogen 0N,N2ON_flux_ug_g_d_mean,0.005460999125
Treatment,Nitrogen 0N,N2ON_flux_ug_g_d_sd,0.0108292293543856
Treatment,Nitrogen 0N,cum_N2O_flux_ug_g_mean,2.992259438125
Treatment,Nitrogen 0N,cum_N2O_flux_ug_g_sd,4.65033421339308
Treatment,Nitrogen 112N,N2ON_flux_ug_g_d_mean,0.00704427475
Treatment,Nitrogen 112N,N2ON_flux_ug_g_d_sd,0.0257291353332583
Treatment,Nitrogen 112N,cum_N2O_flux_ug_g_mean,7.525871732375
Treatment,Nitrogen 112N,cum_N2O_flux_ug_g_sd,16.7941786546555
Treatment,Nitrogen 336N,N2ON_flux_ug_g_d_mean,0.082240152
Treatment,Nitrogen 336N,N2ON_flux_ug_g_d_sd,0.132767678228495
Treatment,Nitrogen 336N,cum_N2O_flux_ug_g_mean,12.42738552475
Treatment,Nitrogen 336N,cum_N2O_flux_ug_g_sd,24.8079000550712
Treatment,Carbon 0N,net_min_rate_rel_mean,0.161839059475353
Treatment,Carbon 0N,net_min_rate_rel_sd,1.45458207618155
Treatment,Carbon 0N,net_min_rate_abs_mean,4.7232424147422
Treatment,Carbon 0N,net_min_rate_abs_sd,2.04678587093274
Treatment,Carbon 0N,net_nitr_rate_rel_mean,0.156024714068797
Treatment,Carbon 0N,net_nitr_rate_rel_sd,1.43358872561531
Treatment,Carbon 0N,net_nitr_rate_abs_mean,4.81732486789829
Treatment,Carbon 0N,net_nitr_rate_abs_sd,2.11815070872882
Treatment,Carbon 0N,no3n_mg_kg_1_mean,153.75220759386
Treatment,Carbon 0N,no3n_mg_kg_1_sd,66.2641097662899
Treatment,Carbon 0N,nh4n_mg_kg_1_mean,3.6044652426656
Treatment,Carbon 0N,nh4n_mg_kg_1_sd,2.8928707781548
Treatment,Carbon 112N,net_min_rate_rel_mean,-0.00671914522828211
Treatment,Carbon 112N,net_min_rate_rel_sd,1.37225837627701
Treatment,Carbon 112N,net_min_rate_abs_mean,4.2363694338208
Treatment,Carbon 112N,net_min_rate_abs_sd,3.37008978880712
Treatment,Carbon 112N,net_nitr_rate_rel_mean,-0.00775530942200894
Treatment,Carbon 112N,net_nitr_rate_rel_sd,1.39923835431092
Treatment,Carbon 112N,net_nitr_rate_abs_mean,4.32526058987296
Treatment,Carbon 112N,net_nitr_rate_abs_sd,3.42572527726214
Treatment,Carbon 112N,no3n_mg_kg_1_mean,167.01251644459
Treatment,Carbon 112N,no3n_mg_kg_1_sd,105.381201257856
Treatment,Carbon 112N,nh4n_mg_kg_1_mean,3.4014390783493
Treatment,Carbon 112N,nh4n_mg_kg_1_sd,1.63122000228043
Treatment,Carbon 336N,net_min_rate_rel_mean,-1.02762622183173
Treatment,Carbon 336N,net_min_rate_rel_sd,1.60390647947168
Treatment,Carbon 336N,net_min_rate_abs_mean,4.05744842771093
Treatment,Carbon 336N,net_min_rate_abs_sd,3.27104068061545
Treatment,Carbon 336N,net_nitr_rate_rel_mean,-1.11756047709748
Treatment,Carbon 336N,net_nitr_rate_rel_sd,1.65306380469438
Treatment,Carbon 336N,net_nitr_rate_abs_mean,4.19698429222209
Treatment,Carbon 336N,net_nitr_rate_abs_sd,3.33838800963296
Treatment,Carbon 336N,no3n_mg_kg_1_mean,175.995672590362
Treatment,Carbon 336N,no3n_mg_kg_1_sd,102.870427082583
Treatment,Carbon 336N,nh4n_mg_kg_1_mean,3.46415678458487
Treatment,Carbon 336N,nh4n_mg_kg_1_sd,2.71809076953588
Treatment,Control 0N,net_min_rate_rel_mean,0.15162544511626
Treatment,Control 0N,net_min_rate_rel_sd,1.3818542606794
Treatment,Control 0N,net_min_rate_abs_mean,5.35227739054815
Treatment,Control 0N,net_min_rate_abs_sd,2.50117030712602
Treatment,Control 0N,net_nitr_rate_rel_mean,0.126926359954183
Treatment,Control 0N,net_nitr_rate_rel_sd,1.41856330439987
Treatment,Control 0N,net_nitr_rate_abs_mean,5.47182713145043
Treatment,Control 0N,net_nitr_rate_abs_sd,2.57756355702428
Treatment,Control 0N,no3n_mg_kg_1_mean,174.934133834331
Treatment,Control 0N,no3n_mg_kg_1_sd,81.2975699757851
Treatment,Control 0N,nh4n_mg_kg_1_mean,3.25593702192293
Treatment,Control 0N,nh4n_mg_kg_1_sd,2.94651857105547
Treatment,Control 112N,net_min_rate_rel_mean,-0.322340819010035
Treatment,Control 112N,net_min_rate_rel_sd,1.19659512921945
Treatment,Control 112N,net_min_rate_abs_mean,4.79155551932571
Treatment,Control 112N,net_min_rate_abs_sd,3.4704253452752
Treatment,Control 112N,net_nitr_rate_rel_mean,-0.305586127630725
Treatment,Control 112N,net_nitr_rate_rel_sd,1.22491440074303
Treatment,Control 112N,net_nitr_rate_abs_mean,4.87169107750887
Treatment,Control 112N,net_nitr_rate_abs_sd,3.52206474664724
Treatment,Control 112N,no3n_mg_kg_1_mean,175.678459032679
Treatment,Control 112N,no3n_mg_kg_1_sd,111.236248848959
Treatment,Control 112N,nh4n_mg_kg_1_mean,3.05880769731705
Treatment,Control 112N,nh4n_mg_kg_1_sd,1.79876050111265
Treatment,Control 336N,net_min_rate_rel_mean,-0.598332818250704
Treatment,Control 336N,net_min_rate_rel_sd,1.59596409985697
Treatment,Control 336N,net_min_rate_abs_mean,4.73447351343196
Treatment,Control 336N,net_min_rate_abs_sd,2.91437879700779
Treatment,Control 336N,net_nitr_rate_rel_mean,-0.763489434701039
Treatment,Control 336N,net_nitr_rate_rel_sd,1.64062643262504
Treatment,Control 336N,net_nitr_rate_abs_mean,4.80605745969779
Treatment,Control 336N,net_nitr_rate_abs_sd,2.87682152666478
Treatment,Control 336N,no3n_mg_kg_1_mean,197.600131039516
Treatment,Control 336N,no3n_mg_kg_1_sd,83.995173446946
Treatment,Control 336N,nh4n_mg_kg_1_mean,6.86501111413104
Treatment,Control 336N,nh4n_mg_kg_1_sd,7.90512663934672
Treatment,Nitrogen 0N,net_min_rate_rel_mean,2.35711226737315
Treatment,Nitrogen 0N,net_min_rate_rel_sd,4.83521621870399
Treatment,Nitrogen 0N,net_min_rate_abs_mean,7.29317760572998
Treatment,Nitrogen 0N,net_min_rate_abs_sd,5.03855867669303
Treatment,Nitrogen 0N,net_nitr_rate_rel_mean,2.359405009482
Treatment,Nitrogen 0N,net_nitr_rate_rel_sd,4.85505096931014
Treatment,Nitrogen 0N,net_nitr_rate_abs_mean,7.47819956025257
Treatment,Nitrogen 0N,net_nitr_rate_abs_sd,5.09429276988753
Treatment,Nitrogen 0N,no3n_mg_kg_1_mean,251.151611725068
Treatment,Nitrogen 0N,no3n_mg_kg_1_sd,159.3988387541
Treatment,Nitrogen 0N,nh4n_mg_kg_1_mean,3.05518569807532
Treatment,Nitrogen 0N,nh4n_mg_kg_1_sd,1.88061695974864
Treatment,Nitrogen 112N,net_min_rate_rel_mean,-0.533034007627549
Treatment,Nitrogen 112N,net_min_rate_rel_sd,2.08492819405
Treatment,Nitrogen 112N,net_min_rate_abs_mean,5.28812174222256
Treatment,Nitrogen 112N,net_min_rate_abs_sd,3.41359855661683
Treatment,Nitrogen 112N,net_nitr_rate_rel_mean,-0.597583731358075
Treatment,Nitrogen 112N,net_nitr_rate_rel_sd,2.09637951412717
Treatment,Nitrogen 112N,net_nitr_rate_abs_mean,5.41141924824548
Treatment,Nitrogen 112N,net_nitr_rate_abs_sd,3.3848640466794
Treatment,Nitrogen 112N,no3n_mg_kg_1_mean,213.157667060172
Treatment,Nitrogen 112N,no3n_mg_kg_1_sd,101.752675542522
Treatment,Nitrogen 112N,nh4n_mg_kg_1_mean,3.63744771753411
Treatment,Nitrogen 112N,nh4n_mg_kg_1_sd,3.21139488714324
Treatment,Nitrogen 336N,net_min_rate_rel_mean,-0.527876216612946
Treatment,Nitrogen 336N,net_min_rate_rel_sd,1.79224075443818
Treatment,Nitrogen 336N,net_min_rate_abs_mean,4.81392403594961
Treatment,Nitrogen 336N,net_min_rate_abs_sd,2.49714029125057
Treatment,Nitrogen 336N,net_nitr_rate_rel_mean,-0.601658994190934
Treatment,Nitrogen 336N,net_nitr_rate_rel_sd,1.82390377079124
Treatment,Nitrogen 336N,net_nitr_rate_abs_mean,5.0181676847635
Treatment,Nitrogen 336N,net_nitr_rate_abs_sd,2.35564998015513
Treatment,Nitrogen 336N,no3n_mg_kg_1_mean,232.126279788621
Treatment,Nitrogen 336N,no3n_mg_kg_1_sd,71.8005233224408
Treatment,Nitrogen 336N,nh4n_mg_kg_1_mean,3.45098548000505
Treatment,Nitrogen 336N,nh4n_mg_kg_1_sd,2.5944093355581
