Crop,level,name,value
Corn,Control 112N,no3n_mg_kg_1_mean,155.180974559649
Corn,Control 112N,no3n_mg_kg_1_sd,102.399227557775
Corn,Control 112N,nh4n_mg_kg_1_mean,4.08815196665081
Corn,Control 112N,nh4n_mg_kg_1_sd,2.00679270585715
Corn,Control 112N,cum_no3_mean,554.196468187843
Corn,Control 112N,cum_no3_sd,345.352801722607
Corn,Control 112N,cum_nh4_mean,21.5131951430176
Corn,Control 112N,cum_nh4_sd,4.24258831190299
Corn,Control 336N,net_min_rate_rel_mean,-1.03183268066747
Corn,Control 336N,net_min_rate_rel_sd,1.37608822311265
Corn,Control 336N,net_min_rate_abs_mean,5.86471323127404
Corn,Control 336N,net_min_rate_abs_sd,1.87394116314183
Corn,Control 336N,net_nitr_rate_rel_mean,-1.26058822317873
Corn,Control 336N,net_nitr_rate_rel_sd,1.25441571779381
Corn,Control 336N,net_nitr_rate_abs_mean,5.88511733748139
Corn,Control 336N,net_nitr_rate_abs_sd,1.60720835586761
Corn,Control 336N,no3n_mg_kg_1_mean,222.488821496987
Corn,Control 336N,no3n_mg_kg_1_sd,17.9283689738778
Corn,Control 336N,nh4n_mg_kg_1_mean,8.81084092029138
Corn,Control 336N,nh4n_mg_kg_1_sd,10.5934286678342
Corn,Control 336N,cum_no3_mean,969.375197654826
Corn,Control 336N,cum_no3_sd,417.899453757486
Corn,Control 336N,cum_nh4_mean,32.0833497541116
Corn,Control 336N,cum_nh4_sd,19.8139926393695
Corn,Nitrogen 0N,net_min_rate_rel_mean,0.603469857608191
Corn,Nitrogen 0N,net_min_rate_rel_sd,5.00228790416769
Corn,Nitrogen 0N,net_min_rate_abs_mean,6.68871308583406
Corn,Nitrogen 0N,net_min_rate_abs_sd,1.76564125494513
Corn,Nitrogen 0N,net_nitr_rate_rel_mean,0.627370301719395
Corn,Nitrogen 0N,net_nitr_rate_rel_sd,5.07341675382118
Corn,Nitrogen 0N,net_nitr_rate_abs_mean,6.78231232439344
Corn,Nitrogen 0N,net_nitr_rate_abs_sd,1.77183916725199
Corn,Nitrogen 0N,no3n_mg_kg_1_mean,227.275433494712
Corn,Nitrogen 0N,no3n_mg_kg_1_sd,58.1091094764583
Corn,Nitrogen 0N,nh4n_mg_kg_1_mean,3.40049464615273
Corn,Nitrogen 0N,nh4n_mg_kg_1_sd,2.51498976451315
Corn,Nitrogen 0N,cum_no3_mean,879.789169921341
Corn,Nitrogen 0N,cum_no3_sd,177.029224051541
Corn,Nitrogen 0N,cum_nh4_mean,20.9262106663145
Corn,Nitrogen 0N,cum_nh4_sd,9.01286566703726
Corn,Nitrogen 112N,net_min_rate_rel_mean,-0.526827317046546
Corn,Nitrogen 112N,net_min_rate_rel_sd,0.596521643962655
Corn,Nitrogen 112N,net_min_rate_abs_mean,5.79783080858492
Corn,Nitrogen 112N,net_min_rate_abs_sd,2.29343514313543
Corn,Nitrogen 112N,net_nitr_rate_rel_mean,-0.643160987562925
Corn,Nitrogen 112N,net_nitr_rate_rel_sd,0.58858699596775
Corn,Nitrogen 112N,net_nitr_rate_abs_mean,5.83307433479292
Corn,Nitrogen 112N,net_nitr_rate_abs_sd,2.16945725187108
Corn,Nitrogen 112N,no3n_mg_kg_1_mean,209.566107220645
Corn,Nitrogen 112N,no3n_mg_kg_1_sd,59.2975528478406
Corn,Nitrogen 112N,nh4n_mg_kg_1_mean,5.73379202992768
Corn,Nitrogen 112N,nh4n_mg_kg_1_sd,3.42020867371854
Corn,Nitrogen 112N,cum_no3_mean,876.204470574305
Corn,Nitrogen 112N,cum_no3_sd,245.553119474263
Corn,Nitrogen 112N,cum_nh4_mean,22.910275840479
Corn,Nitrogen 112N,cum_nh4_sd,11.7754556732028
Corn,Nitrogen 336N,net_min_rate_rel_mean,-1.07746554939495
Corn,Nitrogen 336N,net_min_rate_rel_sd,0.706663847710916
Corn,Nitrogen 336N,net_min_rate_abs_mean,5.45264420172974
Corn,Nitrogen 336N,net_min_rate_abs_sd,2.52954421007895
Corn,Nitrogen 336N,net_nitr_rate_rel_mean,-1.16459120177914
Corn,Nitrogen 336N,net_nitr_rate_rel_sd,0.674709870447596
Corn,Nitrogen 336N,net_nitr_rate_abs_mean,5.62163078820822
Corn,Nitrogen 336N,net_nitr_rate_abs_sd,2.3060747476523
Corn,Nitrogen 336N,no3n_mg_kg_1_mean,234.907455805916
Corn,Nitrogen 336N,no3n_mg_kg_1_sd,26.7155257803248
Corn,Nitrogen 336N,nh4n_mg_kg_1_mean,3.83651688645304
Corn,Nitrogen 336N,nh4n_mg_kg_1_sd,2.45108877229388
Corn,Nitrogen 336N,cum_no3_mean,1120.41212558656
Corn,Nitrogen 336N,cum_no3_sd,207.031840327883
Corn,Nitrogen 336N,cum_nh4_mean,25.8126533534749
Corn,Nitrogen 336N,cum_nh4_sd,20.2106268212309
Miscanthus,Carbon 0N,net_min_rate_rel_mean,1.10353776374768
Miscanthus,Carbon 0N,net_min_rate_rel_sd,1.08850229517413
Miscanthus,Carbon 0N,net_min_rate_abs_mean,3.71550511702087
Miscanthus,Carbon 0N,net_min_rate_abs_sd,2.38397034304331
Miscanthus,Carbon 0N,net_nitr_rate_rel_mean,1.08161536316403
Miscanthus,Carbon 0N,net_nitr_rate_rel_sd,1.08052339673112
Miscanthus,Carbon 0N,net_nitr_rate_abs_mean,3.85294204248095
Miscanthus,Carbon 0N,net_nitr_rate_abs_sd,2.57643722878981
Miscanthus,Carbon 0N,no3n_mg_kg_1_mean,123.870666357753
Miscanthus,Carbon 0N,no3n_mg_kg_1_sd,80.4645105148962
Miscanthus,Carbon 0N,nh4n_mg_kg_1_mean,4.02480929970847
Miscanthus,Carbon 0N,nh4n_mg_kg_1_sd,4.04000901290988
Miscanthus,Carbon 0N,cum_no3_mean,331.265820874628
Miscanthus,Carbon 0N,cum_no3_sd,227.486633986216
Miscanthus,Carbon 0N,cum_nh4_mean,27.3547436685324
Miscanthus,Carbon 0N,cum_nh4_sd,22.1472350979276
Miscanthus,Carbon 112N,net_min_rate_rel_mean,0.560019724291558
Miscanthus,Carbon 112N,net_min_rate_rel_sd,1.84257798886333
Miscanthus,Carbon 112N,net_min_rate_abs_mean,4.13881232495693
Miscanthus,Carbon 112N,net_min_rate_abs_sd,4.14014676319932
Miscanthus,Carbon 112N,net_nitr_rate_rel_mean,0.570235857075726
Miscanthus,Carbon 112N,net_nitr_rate_rel_sd,1.84603003564237
Miscanthus,Carbon 112N,net_nitr_rate_abs_mean,4.3243187756068
Miscanthus,Carbon 112N,net_nitr_rate_abs_sd,4.24764796192554
Miscanthus,Carbon 112N,no3n_mg_kg_1_mean,183.781766013498
Miscanthus,Carbon 112N,no3n_mg_kg_1_sd,124.477964260471
Miscanthus,Carbon 112N,nh4n_mg_kg_1_mean,2.14495611755738
Miscanthus,Carbon 112N,nh4n_mg_kg_1_sd,0.471013289115662
Miscanthus,Carbon 112N,cum_no3_mean,679.285252956937
Miscanthus,Carbon 112N,cum_no3_sd,360.175960982233
Miscanthus,Carbon 112N,cum_nh4_mean,16.9038430621655
Miscanthus,Carbon 112N,cum_nh4_sd,4.90953937995207
Miscanthus,Carbon 336N,net_min_rate_rel_mean,-0.61154502021308
Miscanthus,Carbon 336N,net_min_rate_rel_sd,2.32276540925273
Miscanthus,Carbon 336N,net_min_rate_abs_mean,3.3357678207842
Miscanthus,Carbon 336N,net_min_rate_abs_sd,4.61970114925802
Miscanthus,Carbon 336N,net_nitr_rate_rel_mean,-0.695528818392047
Miscanthus,Carbon 336N,net_nitr_rate_rel_sd,2.39793098378333
Miscanthus,Carbon 336N,net_nitr_rate_abs_mean,3.4669695941857
Miscanthus,Carbon 336N,net_nitr_rate_abs_sd,4.77447000114456
Miscanthus,Carbon 336N,no3n_mg_kg_1_mean,156.618387178415
Miscanthus,Carbon 336N,no3n_mg_kg_1_sd,153.541523568706
Miscanthus,Carbon 336N,nh4n_mg_kg_1_mean,3.48701638491456
Miscanthus,Carbon 336N,nh4n_mg_kg_1_sd,3.95823866993086
Miscanthus,Carbon 336N,cum_no3_mean,725.843276368633
Miscanthus,Carbon 336N,cum_no3_sd,408.335707608418
Miscanthus,Carbon 336N,cum_nh4_mean,19.2206035199443
Miscanthus,Carbon 336N,cum_nh4_sd,10.3689796848978
Miscanthus,Control 0N,net_min_rate_rel_mean,1.14860671443762
Miscanthus,Control 0N,net_min_rate_rel_sd,1.16007617242981
Miscanthus,Control 0N,net_min_rate_abs_mean,4.24828503755418
Miscanthus,Control 0N,net_min_rate_abs_sd,2.76792755667035
Miscanthus,Control 0N,net_nitr_rate_rel_mean,1.17568311440482
Miscanthus,Control 0N,net_nitr_rate_rel_sd,1.09423179160858
Miscanthus,Control 0N,net_nitr_rate_abs_mean,4.42713747693415
Miscanthus,Control 0N,net_nitr_rate_abs_sd,2.92066739944916
Miscanthus,Control 0N,no3n_mg_kg_1_mean,142.155613438738
Miscanthus,Control 0N,no3n_mg_kg_1_sd,92.145129901359
Miscanthus,Control 0N,nh4n_mg_kg_1_mean,2.9258537653145
Miscanthus,Control 0N,nh4n_mg_kg_1_sd,3.39186789545957
Miscanthus,Control 0N,cum_no3_mean,389.666144038378
Miscanthus,Control 0N,cum_no3_sd,258.497556911053
Miscanthus,Control 0N,cum_nh4_mean,23.9367204855704
Miscanthus,Control 0N,cum_nh4_sd,18.2926126524687
Miscanthus,Control 112N,net_min_rate_rel_mean,0.0717122523778427
Miscanthus,Control 112N,net_min_rate_rel_sd,1.67353753645211
Miscanthus,Control 112N,net_min_rate_abs_mean,5.06326763523237
Miscanthus,Control 112N,net_min_rate_abs_sd,4.20807397307864
Miscanthus,Control 112N,net_nitr_rate_rel_mean,0.0485330358255699
Miscanthus,Control 112N,net_nitr_rate_rel_sd,1.69963336875218
Miscanthus,Control 112N,net_nitr_rate_abs_mean,5.21567410492826
Miscanthus,Control 112N,net_nitr_rate_abs_sd,4.29845991004365
Miscanthus,Control 112N,no3n_mg_kg_1_mean,196.17594350571
Miscanthus,Control 112N,no3n_mg_kg_1_sd,131.398301656767
Miscanthus,Control 112N,nh4n_mg_kg_1_mean,2.02946342798329
Miscanthus,Control 112N,nh4n_mg_kg_1_sd,0.834810855067322
Miscanthus,Control 112N,cum_no3_mean,812.311149607753
Miscanthus,Control 112N,cum_no3_sd,311.604630039995
Miscanthus,Control 112N,cum_nh4_mean,12.3861676524739
Miscanthus,Control 112N,cum_nh4_sd,3.84678079218855
Miscanthus,Control 336N,net_min_rate_rel_mean,-0.164832955833942
Miscanthus,Control 336N,net_min_rate_rel_sd,1.88374418089216
Miscanthus,Control 336N,net_min_rate_abs_mean,3.60423379558988
Miscanthus,Control 336N,net_min_rate_abs_sd,3.59169066040335
Miscanthus,Control 336N,net_nitr_rate_rel_mean,-0.26639064622335
Miscanthus,Control 336N,net_nitr_rate_rel_sd,2.0119684902108
Miscanthus,Control 336N,net_nitr_rate_abs_mean,3.72699758191419
Miscanthus,Control 336N,net_nitr_rate_abs_sd,3.69090760372579
Miscanthus,Control 336N,no3n_mg_kg_1_mean,172.711440582046
Miscanthus,Control 336N,no3n_mg_kg_1_sd,120.369527695599
Miscanthus,Control 336N,nh4n_mg_kg_1_mean,4.91918130797069
Miscanthus,Control 336N,nh4n_mg_kg_1_sd,4.84716303250164
Miscanthus,Control 336N,cum_no3_mean,848.605473808052
Miscanthus,Control 336N,cum_no3_sd,393.197623303889
Miscanthus,Control 336N,cum_nh4_mean,22.363420242908
Miscanthus,Control 336N,cum_nh4_sd,9.38113043093789
Miscanthus,Nitrogen 0N,net_min_rate_rel_mean,4.1107546771381
Miscanthus,Nitrogen 0N,net_min_rate_rel_sd,4.61824153880275
Miscanthus,Nitrogen 0N,net_min_rate_abs_mean,7.89764212562591
Miscanthus,Nitrogen 0N,net_min_rate_abs_sd,7.42594615294585
Miscanthus,Nitrogen 0N,net_nitr_rate_rel_mean,4.09143971724461
